lemma	codlem	gen	codmorf	NoLemLat	NoLiLaL	NoLiLaH	NoB	NoO	NoD	LemLatLST	LiLaLST
tutatio	N3B	f	NcC	3	1	0	1	0	2	41418(t1835),157121(DF8B9),157122(DF8BA)	lemma/129313
tutela	N1	f	NcA	2	1	0	1	0	1	41420(t1837),157123(DF8BB)	lemma/129315
tutelator	N3B	m	NcC	2	1	0	1	0	1	41423(t1840),157125(DF8BD)	lemma/129318
tutor	N3B	m	NcC	3	1	0	1	0	2	157136(DF8C6),157137(DF8C7),41426(t1842)	lemma/129320
tutulus	N2	m	NcB	2	1	0	1	0	1	41431(t1847),157141(DF8CB)	lemma/129326
tutus	N2/1	*	Af-	2	0	1	1	0	1	157143(DF8CD),41432(t1848)	hypolemma/45533
tympaniolum	N2	n	NcB	2	1	0	1	0	1	157177(DF8EC),41439(t1854)	lemma/129333
tympanizo	V1		VmF	2	1	0	1	0	1	41445(t1860),157179(DF8EE)	lemma/129339
tympanum	N2	n	NcB	5	1	0	1	0	4	41447(t1862),157180(DF8EF),157181(DF8EG),157182(DF8EH),157183(DF8F0)	lemma/129341
typhus	N2	m	NcB	3	1	0	1	0	2	41451(t1865),157195(DF8FD),157194(DF8FC)	lemma/129344
typus	N2	m	NcB	3	1	0	0	0	3	157200(DF8G0),157201(DF8G1),157202(DF8G2)	lemma/129346
tyranna	N1	f	NcA	2	1	0	1	0	1	157205(DF8G5),41454(t0676)	lemma/128243
tyrannus	N2	m	NcB	2	1	0	1	0	1	157213(DF8GD),41461(t0901)	lemma/128494
uacantia	N1	f	NcA	4	1	0	0	0	4	143236(DE11F),143237(DE11G),143238(DE11H),143239(DE120)	lemma/83851
uacatio	N3B	f	NcC	3	1	0	1	0	2	143248(DE128),143247(DE127),41468(u0002)	lemma/129457
uacca	N1	f	NcA	2	1	0	1	0	1	41469(u0003),143251(DE12D)	lemma/129458
uaccheta	N1	f	NcA	2	1	0	0	0	2	143265(DE13A),143266(DE139)	lemma/83872
uacheta	N1	f	NcA	2	1	0	0	0	2	143277(DE144),143276(DE143)	lemma/83882
uaciuus	N2/1	*	Af-	2	1	0	1	0	1	41479(u0012),143284(DE14B)	lemma/129467
uacuefacio	V5		VmM	2	1	0	1	0	1	148789(DE154),41481(u0014)	lemma/129469
uacuo	V1		VmF	2	1	0	1	0	1	143290(DE14H),41483(u0017)	lemma/129472
uadio	V1		VmF	2	1	0	0	0	2	143315(DE165),143316(DE164)	lemma/83911
uadium	N2	n	NcB	2	1	0	0	0	2	143301(DE16E),143300(DE16D)	lemma/83918
uado	V1		VmF	2	1	0	1	0	1	143299(DE15C),41487(u0024)	lemma/129481
uado	V3		VmH	2	1	0	1	0	1	41488(u0021),143302(DE160)	lemma/129476
uaframentum	N2	n	NcB	2	1	0	1	0	1	41496(u0028),143326(DE177)	lemma/129485
uagabundus	N2/1	*	Af-	2	1	0	1	0	1	143334(DE17B),41498(u0030)	lemma/129487
uagatio	N3B	f	NcC	2	1	0	1	0	1	41499(u0031),143338(DE17F)	lemma/129488
uagio	V4		VmL	2	1	0	1	0	1	143333(DE18B),41504(u0035)	lemma/129492
uagitus	N4	m	NcD	2	1	0	1	0	1	41507(u0020),143347(DE18F)	lemma/129475
uagulus	N2/1	*	Af-	2	1	0	1	0	1	143352(DE195),41511(u0041)	lemma/129500
uagus	N2	m	NcB	2	1	0	0	0	2	143330(DE198),143329(DE197)	lemma/83948
ual	N		NcP	2	1	0	0	0	2	143372(DE1AA),143373(DE1A9)	lemma/83966
ualedico	V3		VmH	2	1	0	1	0	1	148792(DE1B9),41516(u0047)	lemma/129506
ualens	N3B	m	NcC	2	1	0	0	0	2	143399(DE1BH),143401(DE1C1)	lemma/83989
ualentia	N1	f	NcA	3	1	0	1	0	2	143403(DE1C4),143404(DE1C5),41518(u0015)	lemma/129470
ualeo	V2		VmG	2	1	0	1	0	1	41520(u0050),143374(DE1C9)	lemma/129509
ualetudinarium	N2	n	NcB	2	1	0	1	0	1	143417(DE1D2),41523(u0106)	lemma/129570
ualetudo	N3B	f	NcC	3	1	0	1	0	2	41526(u0053),143416(DE1D4),143415(DE1D3)	lemma/129512
ualiditas	N3B	f	NcC	2	1	0	1	0	1	143427(DE1DD),41528(u0055)	lemma/129514
ualido	V1		VmF	2	1	0	1	0	1	41529(u0056),143426(DE1DB)	lemma/129515
ualidus	N2/1	*	Af-	2	1	0	1	0	1	143425(DE1DE),41530(u0057)	lemma/129516
ualitudo	N3B	f	NcC	5	1	0	0	0	5	143437(DE1E7),143436(DE1E6),143435(DE1E5),143433(DE1E3),143434(DE1E4)	lemma/129512
uallo	N3B	m	NcC	2	1	0	0	0	2	143467(DE1FF),143468(DE1FG)	lemma/84038
uallo	V1		VmF	5	1	0	1	0	4	143445(DE1EH),143444(DE1EG),143443(DE1EF),143446(DE1F0),41538(u0064)	lemma/129523
uallus	N2	m	NcB	2	1	0	1	0	1	41541(u0067),143440(DE1G2)	lemma/129526
ualor	N3B	m	NcC	3	1	0	0	0	3	143474(DE1G8),143475(DE1G9),143473(DE1G7)	lemma/84044
ualorosus	N2/1	*	Af-	2	1	0	0	0	2	143479(DE1GD),143478(DE1GC)	lemma/84047
ualua	N1	f	NcA	2	1	0	1	0	1	143484(DE1GH),41544(u0069)	lemma/129531
ualuus	N2/1	*	Af-	2	1	0	0	0	2	143483(DE1H9),143485(DE1HA)	lemma/84060
uana	N1	f	NcA	2	1	0	0	0	2	143496(DE1HF),143495(DE1HE)	lemma/84064
uanga	N1	f	NcA	2	1	0	1	0	1	143524(DE213),41551(u0074)	lemma/129536
uango	V1		VmF	2	1	0	0	0	2	143522(DE216),143523(DE215)	lemma/84087
uaniloquium	N2	n	NcB	2	1	0	1	0	1	41555(u0078),143529(DE21C)	lemma/129540
uanitas	N3B	f	NcC	2	1	0	1	0	1	143530(DE21F),41557(u0080)	lemma/129542
uanna	N1	f	NcA	2	1	0	0	0	2	143537(DE223),143536(DE222)	lemma/84099
uanneria	N1	f	NcA	2	1	0	0	0	2	143544(DE227),143543(DE226)	lemma/84102
uannulus	N2	m	NcB	2	1	0	1	0	1	143545(DE22C),41561(u0084)	lemma/129546
uannum	N2	n	NcB	2	1	0	0	0	2	143534(DE22E),143535(DE22D)	lemma/84107
uano	V1		VmF	2	1	0	0	0	2	143498(DE204),143499(DE203)	lemma/129549
uanto	V1		VmF	2	1	0	0	0	2	143549(DE233),143550(DE232)	lemma/84113
uantus	N2	m	NcB	2	1	0	0	0	2	143553(DE237),143552(DE238)	lemma/84117
uanus	N2/1	*	Af-	2	1	0	1	0	1	143497(DE23A),41564(u0087)	lemma/129550
uaporo	V1		VmF	2	1	0	1	0	1	41573(u0096),143560(DE23C)	lemma/129559
uaporus	N2/1	*	Af-	2	1	0	1	0	1	41575(u0098),143559(DE23E)	lemma/129561
uara	N1	f	NcA	5	1	0	1	0	4	143567(DE242),143570(DE245),143569(DE244),143568(DE243),41580(u0103)	lemma/129567
uaria	N1	f	NcA	2	1	0	1	0	1	143603(DE25E),41584(u0120)	lemma/129585
uariabilis	N3A	*	Af-	2	1	0	1	0	1	41585(u0107),143604(DE25G)	lemma/129571
uarico	V1		VmF	2	1	0	1	0	1	143608(DE265),41591(u0112)	lemma/129576
uaricosus	N2/1	*	Af-	2	1	0	1	0	1	41592(u0113),143613(DE268)	lemma/129577
uaricus	N2/1	*	Af-	2	1	0	1	0	1	41595(u0115),143607(DE269)	lemma/129579
uariego	V1		VmF	2	1	0	1	0	1	148794(DE26A),41596(u0117)	lemma/129581
uarietas	N3B	f	NcC	5	1	0	1	0	4	41597(u0118),143614(DE26B),143616(DE26D),143615(DE26C),143617(DE26E)	lemma/129582
uario	V1		VmF	3	1	0	1	0	2	143602(DE260),143601(DE25H),41598(u0119)	lemma/129583
uariola	N1	f	NcA	2	1	0	0	0	2	143620(DE26H),143621(DE270)	lemma/84157
uarius	N2/1	*	Af-	5	1	0	1	1	3	69146(88009),143578(DE274),143576(DE272),143577(DE273),41599(u0120)	lemma/129584
uaro	N3B	m	NcC	3	1	0	0	0	3	143633(DE27E),143634(DE27F),143635(DE27G)	lemma/91593
uaro	V1		VmF	3	1	0	1	0	2	143571(DE24A),143572(DE24B),41601(u0122)	lemma/129587
uarus	N2	m	NcB	4	1	0	1	0	3	41603(u0125),143575(DE28B),143574(DE28A),143573(DE289)	lemma/129590
uas	N3B	n	NcC	6	1	0	1	0	5	41606(u0132),143646(DE290),143648(DE28C),143645(DE28G),143649(DE28F),143647(DE28D)	lemma/129602
uasarium	N2	n	NcB	2	1	0	1	0	1	41608(u0128),143655(DE295)	lemma/129598
uasarius	N2/1	*	Af-	2	1	0	1	0	1	41610(u0128),143656(DE296)	lemma/129595
uascellum	N2	n	NcB	2	1	0	1	0	1	143662(DE29B),41612(u0130)	lemma/129600
uascio	N3B	m	NcC	2	1	0	1	0	1	143664(DE29E),41613(u0131)	lemma/129601
uasculum	N2	n	NcB	3	1	0	1	0	2	41616(u0133),143666(DE29H),143667(DE2A0)	lemma/129603
uascus	N2/1	*	Af-	2	1	0	1	0	1	143659(DE2A1),41617(u0134)	lemma/129604
uaso	N3B	m	NcC	2	1	0	1	0	1	143676(DE2AB),41619(u0136)	lemma/129606
uassellum	N2	n	NcB	3	1	0	0	0	3	143693(DE2B5),143694(DE2B6),143695(DE2B7)	lemma/84209
uassus	N2	m	NcB	2	1	0	0	0	2	143683(DE2BH),143682(DE2BG)	lemma/84218
uastator	N3B	m	NcC	2	1	0	1	0	1	41624(u0141),143712(DE2C8)	lemma/129611
uastellum	N2	n	NcB	2	1	0	0	0	2	143715(DE2CB),143714(DE2CA)	lemma/84225
uasto	V1		VmF	3	1	0	1	0	2	41633(u0150),143705(DE2C7),143704(DE2C6)	lemma/129621
uastum	N2	n	NcB	2	1	0	0	0	2	143703(DE2D3),143702(DE2D2)	lemma/84234
uasus	N2	m	NcB	2	1	0	0	0	2	143650(DE2D7),143651(DE2D6)	lemma/129591
uaticinium	N2	n	NcB	2	1	0	1	0	1	143729(DE2E0),41643(u0159)	lemma/129631
uauato	N3B	m	NcC	2	1	0	1	0	1	143737(DE2E7),41650(u9156)	lemma/131036
uayrus	N2/1	*	Af-	2	1	0	0	0	2	143756(DE2F8),143754(DE2F9)	lemma/84268
ubero	V1		VmF	2	1	0	1	0	1	148797(DE2G6),41653(u9158)	lemma/131039
uberto	V1		VmF	2	1	0	1	0	1	41656(u9161),148798(DE2G8)	lemma/131042
ubiuis	I		X--	2	1	0	1	0	1	41665(u0170),143780(DE2GH)	lemma/129644
ucha	N1	f	NcA	2	1	0	0	0	2	143786(DE2H6),143787(DE2H7)	lemma/84296
udo	N3B	m	NcC	2	1	0	1	0	1	143790(DE2HC),41666(u0175)	lemma/129649
udo	V1		VmF	2	1	0	1	0	1	41667(u0174),143791(DE2HA)	lemma/129648
uecordia	N1	f	NcA	2	1	0	1	0	1	143809(DE30C),41674(u0179)	lemma/129654
uectabulum	N2	n	NcB	2	1	0	1	0	1	41677(u0182),143814(DE30F)	lemma/129657
uecticularius	N2/1	*	Af-	2	1	0	1	0	1	143820(DE316),41681(u0186)	lemma/129661
uectis	N3B	m	NcC	2	1	0	1	0	1	41686(u0191),143813(DE31C)	lemma/129666
uecto	V1		VmF	2	1	0	1	0	1	41688(u0193),143811(DE310)	lemma/129668
uectura	N1	f	NcA	2	1	0	1	0	1	143830(DE31H),41692(u9973)	lemma/131120
uegeo	V2		VmG	2	1	0	1	0	1	143854(DE331),41695(u0198)	lemma/129673
uegetamen	N3B	n	NcC	2	1	0	1	0	1	41697(u0200),143855(DE333)	lemma/129675
uegetatio	N3B	f	NcC	2	1	0	1	0	1	143856(DE335),41698(u0201)	lemma/129676
uegetator	N3B	m	NcC	2	1	0	1	0	1	41699(u0202),143857(DE336)	lemma/129677
uegeto	V1		VmF	2	1	0	1	0	1	41700(u0203),143852(DE334)	lemma/129678
uehatio	N3B	f	NcC	2	1	0	1	0	1	143864(DE33H),41703(u0207)	lemma/129682
uehementesco	V3		VmH	2	1	0	1	0	1	41706(u0210),148799(DE341)	lemma/129685
uehementia	N1	f	NcA	2	1	0	1	0	1	41707(u0211),143866(DE342)	lemma/129686
uehicularis	N3A	*	Af-	2	1	0	1	0	1	143877(DE34A),41708(u0213)	lemma/129689
uehicularius	N2/1	*	Af-	2	1	0	1	0	1	41709(u0213),143876(DE34B)	lemma/129688
uehiculatio	N3B	f	NcC	2	1	0	1	0	1	143879(DE34D),41710(u0215)	lemma/129691
uehiculum	N2	n	NcB	2	1	0	1	0	1	41711(u0216),143874(DE34E)	lemma/129692
uel	I		X--	3	1	0	1	0	2	143894(DE35F),143895(DE35G),41716(u0219)	lemma/129695
uela	N1	f	NcA	3	1	0	1	0	2	41717(u0220),143896(DE35H),143897(DE360)	lemma/129696
uelamen	N3B	n	NcC	2	1	0	1	0	1	41719(u0222),143903(DE362)	lemma/129699
uelaris	N3A	*	Af-	2	1	0	1	0	1	41721(u0224),143906(DE365)	lemma/129701
uelarium	N2	n	NcB	2	1	0	1	0	1	143904(DE366),41722(u0225)	lemma/129703
uelatio	N3B	f	NcC	2	1	0	1	0	1	143907(DE369),41724(u0227)	lemma/129705
uelator	N3B	m	NcC	2	1	0	1	0	1	41725(u0228),143908(DE36A)	lemma/129706
uellico	V1		VmF	2	1	0	1	0	1	41745(u0244),148801(DE37C)	lemma/129724
uelo	V1		VmF	3	1	0	1	0	2	143900(DE364),143899(DE363),41749(u0248)	lemma/129728
uelum	N2	n	NcB	2	1	0	1	0	1	143898(DE388),41752(u0251)	lemma/129731
uena	N1	f	NcA	7	1	0	1	0	6	143942(DE38F),143941(DE38E),143940(DE38D),143944(DE38H),143945(DE390),143943(DE38G),41754(u0253)	lemma/129733
uenalicium	N2	n	NcB	2	1	0	1	0	1	41758(u0256),143950(DE393)	lemma/129739
uenalis	N3A	*	Af-	2	1	0	1	0	1	41761(u0257),143949(DE395)	lemma/129740
uenalitas	N3B	f	NcC	3	1	0	1	0	2	143951(DE396),143952(DE397),41762(u0258)	lemma/129741
uenaticum	N2	n	NcB	2	1	0	0	0	2	143959(DE39E),143958(DE39D)	lemma/84427
uenatio	N3B	f	NcC	3	1	0	1	0	2	143961(DE39G),143962(DE39H),41765(u0261)	lemma/129744
uenatores	N3B	m	NcC	2	1	0	0	0	2	143966(DE3A2),143965(DE3A1)	lemma/84430
uenatura	N1	f	NcA	2	1	0	1	0	1	41770(u9975),143968(DE3A5)	lemma/131122
uenda	N1	f	NcA	5	1	0	0	0	5	143973(DE3AB),143972(DE3AA),143971(DE3A9),143970(DE3A8),143969(DE3A7)	lemma/84433
uendagium	N2	n	NcB	3	1	0	0	0	3	143976(DE3AF),143974(DE3AD),143975(DE3AE)	lemma/84435
uenditio	N3B	f	NcC	2	1	0	1	0	1	41777(u0270),143992(DE3BF)	lemma/129753
uendo	V3		VmH	2	1	0	1	0	1	41781(u0274),143989(DE3B1)	lemma/129757
uenelanus	N2	m	NcB	2	1	0	0	0	2	144000(DE3C6),143999(DE3C5)	lemma/84456
uenella	N1	f	NcA	2	1	0	0	0	2	144002(DE3C8),144001(DE3C7)	lemma/84457
uenenarius	N2/1	*	Af-	2	1	0	1	0	1	41788(u0278),144004(DE3CB)	lemma/129763
ueneno	V1		VmF	2	1	0	1	0	1	144005(DE3CA),41792(u0280)	lemma/129766
uenerabilis	N3A	*	Af-	2	1	0	1	0	1	41796(u0285),144012(DE3CD)	lemma/129771
uenerabilitas	N3B	f	NcC	3	1	0	1	0	2	144014(DE3CF),144013(DE3CE),41797(u0286)	lemma/129772
ueneratio	N3B	f	NcC	2	1	0	1	0	1	41801(u0289),144022(DE3D6)	lemma/129776
uenetum	N2	n	NcB	2	1	0	1	0	1	41807(u0294),144028(DE3DG)	lemma/129784
uenetura	N1	f	NcA	2	1	0	0	0	2	144030(DE3DH),144031(DE3E0)	lemma/84475
uenia	N1	f	NcA	3	1	0	1	0	2	144037(DE3E6),144038(DE3E7),41810(u0296)	lemma/129786
ueniabilis	N3A	*	Af-	2	1	0	1	0	1	41811(u0297),144041(DE3E8)	lemma/129787
ueniae	N1	f	NcA	2	1	0	0	0	2	144040(DE3E9),144039(DE3EA)	lemma/84480
uenialis	N3A	*	Af-	2	1	0	1	0	1	144042(DE3EB),41812(u0298)	lemma/129788
uenilia	N1	f	NcA	2	1	0	1	0	1	41813(u0299),144043(DE3EE)	lemma/129789
uenio	V4		VmL	2	1	0	1	0	1	144010(DE3EG),41814(u0300)	lemma/129790
uenna	N1	f	NcA	2	1	0	0	0	2	144049(DE3F3),144050(DE3F4)	lemma/84487
uenor	V1		VmF	2	1	0	1	0	1	144011(DE39B),41816(u0302)	lemma/129792
uenta	N1	f	NcA	2	1	0	0	0	2	144055(DE3F8),144056(DE3F9)	lemma/84491
uentarius	N2/1	*	Af-	2	1	0	0	0	2	144065(DE3FH),144064(DE3FG)	lemma/84497
uenter	N3B	m	NcC	2	1	0	1	0	1	144096(DE3G7),41818(u0304)	lemma/129794
uentilabrum	N2	n	NcB	4	1	0	1	0	3	144081(DE3GE),144080(DE3GD),144079(DE3GC),41820(u0306)	lemma/129796
uentilatio	N3B	f	NcC	2	1	0	1	0	1	144084(DE3H0),41821(u0307)	lemma/129797
uentilo	V1		VmF	2	1	0	1	0	1	41823(u0309),148803(DE3GH)	lemma/129799
uentio	N3B	f	NcC	2	1	0	1	0	1	144089(DE3H7),41824(u0310)	lemma/129800
uento	V1		VmF	2	1	0	1	0	1	41827(u0313),144054(DE3FE)	lemma/129803
uentosa	N1	f	NcA	3	1	0	1	0	2	144093(DE3HA),144094(DE3HB),41828(u0314)	lemma/129805
uentositas	N3B	f	NcC	2	1	0	1	0	1	41829(u9313),144095(DE3HC)	lemma/131051
uentosus	N2/1	*	Af-	2	1	0	1	0	1	144092(DE3HD),41830(u0314)	lemma/129804
uentrale	N3B	n	NcC	2	1	0	1	0	1	41831(u0315),144097(DE3HE)	lemma/129807
uentricola	N1	m	NcA	2	1	0	1	0	1	144101(DE3HH),41833(u0316)	lemma/129808
uentus	N2	m	NcB	3	1	0	1	0	2	144057(DE409),144058(DE40A),41846(u0328)	lemma/129820
uentus	N4	m	NcD	2	1	0	1	0	1	41847(u9981),144059(DE407)	lemma/131128
uenula	N1	f	NcA	2	1	0	1	0	1	144108(DE40D),41848(u0329)	lemma/129821
uenusto	V1		VmF	2	1	0	1	0	1	148804(DE40H),41855(u0334)	lemma/129826
uera	N1	f	NcA	3	1	0	1	0	2	41864(u0342),144115(DE416),144116(DE415)	lemma/129834
ueratrum	N2	n	NcB	2	1	0	1	0	1	144129(DE41E),41865(u0343)	lemma/129836
uerax	N3A	*	Af-	2	1	0	1	0	1	144122(DE420),41866(u0344)	lemma/129837
uerbatim	I		X--	2	1	0	1	0	1	41869(u0347),144133(DE423)	lemma/129840
uerberatio	N3B	f	NcC	2	1	0	1	0	1	144140(DE42A),41877(u0355)	lemma/129848
uerbero	N3B	m	NcC	2	1	0	1	0	1	41884(u0362),144142(DE42C)	lemma/129855
uerbigena	N1	m	NcA	2	1	0	1	0	1	41888(u0364),144147(DE42G)	lemma/129857
uerbigero	V1		VmF	2	1	0	1	0	1	41890(u0365),148805(DE42H)	lemma/129859
uerbosus	N2/1	*	Af-	2	1	0	1	0	1	41894(u9369),144153(DE439)	lemma/131063
uerbotenus	I		X--	2	1	0	1	0	1	144155(DE43A),41895(u9361)	lemma/131053
uerdetum	N2	n	NcB	2	1	0	0	0	2	144171(DE449),144170(DE448)	lemma/84568
uerecundia	N1	f	NcA	3	1	0	1	0	2	144181(DE453),144180(DE452),41899(u9365)	lemma/131059
uerecundor	V1		VmF	2	1	0	1	0	1	41900(u9366),148806(DE451)	lemma/131060
ueredictum	N2	n	NcB	2	1	0	0	0	2	144188(DE45C),144189(DE45D)	lemma/84584
ueretrum	N2	n	NcB	2	1	0	1	0	1	144197(DE465),41906(u0371)	lemma/129865
uergeta	N1	f	NcA	2	1	0	0	0	2	144208(DE46G),144207(DE46F)	lemma/84602
uergobretus	N2	m	NcB	2	1	0	1	0	1	41909(u0373),144216(DE476)	lemma/129868
ueriale	N3B	n	NcC	2	1	0	0	0	2	144222(DE47C),144221(DE47B)	lemma/84614
ueridicentia	N1	f	NcA	2	1	0	1	0	1	144227(DE47G),41913(u9376)	lemma/131064
ueriloquium	N2	n	NcB	2	1	0	1	0	1	41915(u0378),144229(DE482)	lemma/129873
ueritas	N3B	f	NcC	3	1	0	1	0	2	144240(DE48C),144241(DE48D),41918(u0381)	lemma/129876
uermellus	N2	m	NcB	2	1	0	0	0	2	144248(DE494),144247(DE495)	lemma/84637
uermesco	V3		VmH	2	1	0	1	0	1	41920(u0383),148808(DE497)	lemma/129878
uermiculus	N2	m	NcB	2	1	0	1	0	1	41924(u0387),144251(DE49B)	lemma/129883
uernagium	N2	n	NcB	2	1	0	0	0	2	144271(DE4A7),144272(DE4A8)	lemma/84653
uernificus	N2/1	*	Af-	2	1	0	1	0	1	41941(u0401),144293(DE4BD)	lemma/129898
uerno	V1		VmF	3	1	0	0	0	3	144263(DE4AE),144262(DE4AD),144261(DE4AC)	lemma/129904
uernulitas	N3B	f	NcC	2	1	0	1	0	1	41949(u0408),144296(DE4BH)	lemma/129906
uernum	N2	n	NcB	3	1	0	1	0	2	144259(DE4C0),144260(DE4C1),41950(u0409)	lemma/129908
uero	V1		VmF	2	1	0	1	0	1	41953(u0410),144114(DE41C)	lemma/129909
uerpus	N2	m	NcB	2	1	0	1	0	1	144306(DE4CE),41955(u0413)	lemma/129914
uerqueria	N1	f	NcA	3	1	0	0	0	3	144309(DE4CG),144308(DE4CF),144310(DE4CH)	lemma/84686
uerro	V3		VmH	3	1	0	1	0	2	144312(DE4D4),144313(DE4D5),41960(u0417)	lemma/129918
uersana	N1	f	NcA	3	1	0	0	0	3	144337(DE4E8),144336(DE4E7),144335(DE4E6)	lemma/84708
uersidicus	N2	m	NcB	2	1	0	1	0	1	41976(u0430),144355(DE4FA)	lemma/129932
uersilis	N3A	*	Af-	2	1	0	1	0	1	41983(u0436),144356(DE4FE)	lemma/129940
uerso	V1		VmF	3	1	0	1	0	2	144341(DE4EB),144340(DE4EA),41985(u0438)	lemma/129942
uersorium	N2	n	NcB	2	1	0	0	0	2	144361(DE4G1),144362(DE4G2)	lemma/84728
uersutus	N2/1	*	Af-	2	1	0	1	0	1	41992(u0443),144368(DE4G7)	lemma/129947
uertebrum	N2	n	NcB	2	1	0	1	0	1	41995(u0444),144373(DE4GC)	lemma/129949
uertex	N3B	m	NcC	2	1	0	1	0	1	144384(DE4H4),41996(u0446)	lemma/129951
uertibilis	N3A	*	Af-	2	1	0	1	0	1	144382(DE4H6),41997(u0448)	lemma/129953
uertibulum	N2	n	NcB	2	1	0	1	0	1	41998(u0449),144383(DE4H9)	lemma/129954
uerticula	N1	f	NcA	2	1	0	1	0	1	42002(u0453),144387(DE4HD)	lemma/129958
uertigino	V1		VmF	2	1	0	1	0	1	148813(DE501),42005(u0412)	lemma/129911
uertiginosus	N2/1	*	Af-	2	1	0	1	0	1	42007(u0455),144393(DE502)	lemma/129962
uerto	V3		VmH	3	1	0	1	0	2	144365(DE4H0),144366(DE4H1),42011(u0459)	lemma/129966
ueru	N4	n	NcD	2	1	0	1	0	1	42014(u0462),144121(DE50H)	lemma/129971
ueruella	N1	f	NcA	2	1	0	1	0	1	144409(DE513),42021(u0466)	lemma/129975
uerutum	N2	n	NcB	2	1	0	1	0	1	144418(DE51G),42027(u0709)	lemma/130254
uescus	N2/1	*	Af-	2	1	0	1	0	1	42035(u0478),144423(DE52A)	lemma/129988
uesicula	N1	f	NcA	2	1	0	1	0	1	42041(u0483),144435(DE52D)	lemma/129994
uesperalis	N3A	*	Af-	2	1	0	1	0	1	144445(DE535),42049(u0488)	lemma/130001
uespertilio	N3B	m	NcC	2	1	0	1	0	1	42053(u0491),144449(DE53A)	lemma/130004
uesperugo	N3B	f	NcC	2	1	0	1	0	1	42055(u0493),144451(DE53C)	lemma/130006
uestia	N1	f	NcA	2	1	0	0	0	2	144474(DE54C),144473(DE54B)	lemma/84816
uestiaria	N1	f	NcA	4	1	0	0	0	4	144479(DE54H),144480(DE551),144481(DE552),144478(DE54E)	lemma/84818
uestiarium	N2	n	NcB	2	1	0	1	0	1	144476(DE54G),42060(u0497)	lemma/130012
uestiarius	N2/1	*	Af-	2	1	0	1	0	1	42062(u0497),144477(DE550)	lemma/130010
uestibulum	N2	n	NcB	3	1	0	1	0	2	144483(DE553),144484(DE554),42063(u0498)	lemma/130013
uestificina	N1	f	NcA	2	1	0	1	0	1	42069(u0504),144487(DE556)	lemma/130021
uestificus	N2	m	NcB	2	1	0	1	0	1	42071(u0502),144486(DE557)	lemma/130018
uestigium	N2	n	NcB	2	1	0	1	0	1	42076(u0509),144488(DE55B)	lemma/130026
uestigo	V1		VmF	2	1	0	1	0	1	144490(DE559),42077(u0510)	lemma/130027
uestimentum	N2	n	NcB	5	1	0	1	0	4	144495(DE560),144494(DE55H),144493(DE55G),144492(DE55F),42078(u0511)	lemma/130028
uestio	V4		VmL	4	1	0	1	0	3	144465(DE564),144466(DE565),144467(DE566),42079(u0512)	lemma/130029
uestiplica	N1	f	NcA	2	1	0	1	0	1	42081(u0513),144500(DE563)	lemma/130030
uestis	N3B	f	NcC	3	1	0	1	0	2	42083(u0515),144462(DE568),144463(DE569)	lemma/130034
uestitor	N3B	m	NcC	2	1	0	1	0	1	144505(DE56D),42086(u0517)	lemma/130036
uestitudo	N3B	f	NcC	2	1	0	0	0	2	144506(DE56E),144507(DE56F)	lemma/84830
uestitura	N1	f	NcA	2	1	0	1	0	1	144508(DE56G),42087(u0521)	lemma/130041
uestratim	I		X--	2	1	0	1	0	1	42090(u0520),144511(DE573)	lemma/130040
uestura	N1	f	NcA	2	1	0	0	0	2	144514(DE576),144515(DE577)	lemma/84836
ueterarius	N2/1	*	Af-	2	1	0	1	0	1	42098(u0525),144526(DE580)	lemma/130045
ueterator	N3B	m	NcC	2	1	0	1	0	1	144528(DE582),42100(u0527)	lemma/130048
ueterinaria	N1	f	NcA	2	1	0	1	0	1	42106(u0532),144529(DE584)	lemma/130054
ueternositas	N3B	f	NcC	2	1	0	1	0	1	144536(DE587),42111(u0534)	lemma/130059
ueternosus	N2/1	*	Af-	3	1	0	1	0	2	42112(u0535),144535(DE589),144534(DE588)	lemma/130060
ueternum	N2	n	NcB	2	1	0	0	0	2	144531(DE58B),144532(DE58A)	lemma/84847
uetero	V1		VmF	2	1	0	1	0	1	42115(u0537),144521(DE57H)	lemma/130063
ueto	V1		VmF	2	1	0	1	0	1	42118(u0539),144517(DE57B)	lemma/130065
uetula	N1	f	NcA	2	1	0	1	0	1	42121(u0541),144544(DE594)	lemma/130068
uetulus	N2	m	NcB	2	1	0	1	0	1	42122(u0541),144545(DE595)	lemma/130069
uexatio	N3B	f	NcC	3	1	0	1	0	2	144559(DE5A5),144560(DE5A6),42132(u0549)	lemma/130077
uexatiuus	N2/1	*	Af-	2	1	0	1	0	1	42133(u0550),144561(DE5A7)	lemma/130078
uia	N1	f	NcA	4	1	0	1	0	3	42151(u0558),144601(DE5CB),144603(DE5CD),144602(DE5CC)	lemma/130088
uiagium	N2	n	NcB	2	1	0	0	0	2	144611(DE5D5),144610(DE5D4)	lemma/84916
uiaria	N1	f	NcA	2	1	0	0	0	2	144628(DE5E1),144629(DE5E2)	lemma/84928
uiarius	N2/1	*	Af-	3	1	0	1	0	2	144622(DE5E4),144623(DE5E5),42157(u0562)	lemma/130092
uiaticum	N2	n	NcB	6	1	0	1	0	5	42160(u0565),144633(DE5EB),144634(DE5EC),144635(DE5ED),144636(DE5EE),144637(DE5EF)	lemma/130096
